price,signals,cash,positions,wealth
166.22,1,833.78,166.22,1000.0
166.19,1,667.5899999999999,332.38,999.9699999999999
166.03,1,501.55999999999995,498.09000000000003,999.65
166.03,1,335.53,664.12,999.65
165.98,1,169.54999999999998,829.9,999.4499999999999
165.93,1,3.619999999999976,995.58,999.2
165.79,0,3.619999999999976,994.74,998.36
165.85,0,3.619999999999976,995.0999999999999,998.7199999999999
165.91,-1,169.52999999999997,829.55,999.0799999999999
166.05,1,3.4799999999999613,996.3000000000001,999.78
165.96,0,3.4799999999999613,995.76,999.24
166.02,-1,169.49999999999997,830.1,999.6
166.0,1,3.4999999999999716,996.0,999.5
165.78,0,3.4999999999999716,994.6800000000001,998.1800000000001
165.85,0,3.4999999999999716,995.0999999999999,998.5999999999999
165.96,-1,169.45999999999998,829.8000000000001,999.26
165.74,0,169.45999999999998,828.7,998.1600000000001
165.72,1,3.7399999999999807,994.3199999999999,998.06
165.82,-1,169.55999999999997,829.0999999999999,998.6599999999999
165.84,-1,335.4,663.36,998.76
165.89,-1,501.28999999999996,497.66999999999996,998.9599999999999
166.08,1,335.2099999999999,664.32,999.53
166.07,1,169.13999999999993,830.3499999999999,999.4899999999998
166.04,1,3.0999999999999375,996.24,999.3399999999999
166.09,0,3.0999999999999375,996.54,999.6399999999999
166.03,0,3.0999999999999375,996.1800000000001,999.28
165.93,-1,169.02999999999994,829.6500000000001,998.6800000000001
165.94,-1,334.9699999999999,663.76,998.7299999999999
166.01,-1,500.9799999999999,498.03,999.0099999999999
166.17,-1,667.1499999999999,332.34,999.4899999999998
166.18,-1,833.3299999999999,166.18,999.51
166.23,-1,999.56,0.0,999.56
166.38,0,999.56,0.0,999.56
166.27,1,833.29,166.27,999.56
166.36,0,833.29,166.36,999.65
166.47,-1,999.76,0.0,999.76
166.43,0,999.76,0.0,999.76
166.34,0,999.76,0.0,999.76
166.27,0,999.76,0.0,999.76
166.28,0,999.76,0.0,999.76
166.2,0,999.76,0.0,999.76
166.22,0,999.76,0.0,999.76
166.14,0,999.76,0.0,999.76
166.0,0,999.76,0.0,999.76
165.91,0,999.76,0.0,999.76
166.0,0,999.76,0.0,999.76
166.04,0,999.76,0.0,999.76
