price,signals,cash,positions,wealth
475.0,1,525.0,475.0,1000.0
475.08,-1,1000.0799999999999,0.0,1000.0799999999999
475.07,0,1000.0799999999999,0.0,1000.0799999999999
474.94,0,1000.0799999999999,0.0,1000.0799999999999
474.98,0,1000.0799999999999,0.0,1000.0799999999999
474.96,0,1000.0799999999999,0.0,1000.0799999999999
474.99,0,1000.0799999999999,0.0,1000.0799999999999
474.98,0,1000.0799999999999,0.0,1000.0799999999999
475.15,0,1000.0799999999999,0.0,1000.0799999999999
475.11,0,1000.0799999999999,0.0,1000.0799999999999
475.07,0,1000.0799999999999,0.0,1000.0799999999999
475.18,0,1000.0799999999999,0.0,1000.0799999999999
475.19,0,1000.0799999999999,0.0,1000.0799999999999
475.11,1,524.9699999999999,475.11,1000.0799999999999
475.04,1,49.92999999999989,950.08,1000.01
475.01,0,49.92999999999989,950.02,999.9499999999998
475.13,0,49.92999999999989,950.26,1000.1899999999998
475.32,-1,525.2499999999999,475.32,1000.5699999999999
475.11,1,50.13999999999987,950.22,1000.3599999999999
475.23,0,50.13999999999987,950.46,1000.5999999999999
475.26,-1,525.3999999999999,475.26,1000.6599999999999
475.22,-1,1000.6199999999999,0.0,1000.6199999999999
475.16,0,1000.6199999999999,0.0,1000.6199999999999
475.18,0,1000.6199999999999,0.0,1000.6199999999999
475.15,0,1000.6199999999999,0.0,1000.6199999999999
475.25,0,1000.6199999999999,0.0,1000.6199999999999
475.32,0,1000.6199999999999,0.0,1000.6199999999999
475.11,0,1000.6199999999999,0.0,1000.6199999999999
475.14,0,1000.6199999999999,0.0,1000.6199999999999
475.11,0,1000.6199999999999,0.0,1000.6199999999999
475.14,0,1000.6199999999999,0.0,1000.6199999999999
475.14,0,1000.6199999999999,0.0,1000.6199999999999
475.32,0,1000.6199999999999,0.0,1000.6199999999999
475.63,1,524.9899999999999,475.63,1000.6199999999999
475.53,-1,1000.5199999999999,0.0,1000.5199999999999
475.54,0,1000.5199999999999,0.0,1000.5199999999999
475.89,0,1000.5199999999999,0.0,1000.5199999999999
476.07,0,1000.5199999999999,0.0,1000.5199999999999
475.87,0,1000.5199999999999,0.0,1000.5199999999999
475.76,0,1000.5199999999999,0.0,1000.5199999999999
475.89,0,1000.5199999999999,0.0,1000.5199999999999
475.91,0,1000.5199999999999,0.0,1000.5199999999999
475.93,0,1000.5199999999999,0.0,1000.5199999999999
476.06,0,1000.5199999999999,0.0,1000.5199999999999
475.73,0,1000.5199999999999,0.0,1000.5199999999999
475.78,1,524.7399999999999,475.78,1000.5199999999999
475.87,-1,1000.6099999999999,0.0,1000.6099999999999
