price,signals,cash,positions,wealth
159.03,0,2000.0,0.0,2000.0
159.13,0,2000.0,0.0,2000.0
158.99,0,2000.0,0.0,2000.0
159.06,0,2000.0,0.0,2000.0
159.2,0,2000.0,0.0,2000.0
159.42,1,1839.58,159.42,1999.0
158.93,0,1839.58,158.93,1998.51
158.6,0,1839.58,158.6,1998.1799999999998
158.26,1,1680.32,316.52,1996.84
158.62,0,1680.32,317.24,1997.56
159.1,0,1680.32,318.2,1998.52
159.0,0,1680.32,318.0,1998.32
159.12,0,1680.32,318.24,1998.56
159.6,-1,1838.9199999999998,159.6,1998.5199999999998
159.34,0,1838.9199999999998,159.34,1998.2599999999998
159.08,0,1838.9199999999998,159.08,1997.9999999999998
159.52,0,1838.9199999999998,159.52,1998.4399999999998
159.62,0,1838.9199999999998,159.62,1998.54
159.74,0,1838.9199999999998,159.74,1998.6599999999999
159.9,0,1838.9199999999998,159.9,1998.82
159.97,0,1838.9199999999998,159.97,1998.8899999999999
159.93,0,1838.9199999999998,159.93,1998.85
159.94,0,1838.9199999999998,159.94,1998.86
160.16,0,1838.9199999999998,160.16,1999.08
160.06,0,1838.9199999999998,160.06,1998.9799999999998
160.0,0,1838.9199999999998,160.0,1998.9199999999998
159.92,0,1838.9199999999998,159.92,1998.84
160.19,0,1838.9199999999998,160.19,1999.11
160.03,0,1838.9199999999998,160.03,1998.9499999999998
159.93,0,1838.9199999999998,159.93,1998.85
160.01,0,1838.9199999999998,160.01,1998.9299999999998
160.02,0,1838.9199999999998,160.02,1998.9399999999998
160.04,0,1838.9199999999998,160.04,1998.9599999999998
160.02,0,1838.9199999999998,160.02,1998.9399999999998
160.09,0,1838.9199999999998,160.09,1999.0099999999998
160.13,0,1838.9199999999998,160.13,1999.0499999999997
160.09,0,1838.9199999999998,160.09,1999.0099999999998
160.04,0,1838.9199999999998,160.04,1998.9599999999998
160.06,0,1838.9199999999998,160.06,1998.9799999999998
160.04,0,1838.9199999999998,160.04,1998.9599999999998
159.97,0,1838.9199999999998,159.97,1998.8899999999999
160.62,1,1677.2999999999997,321.24,1998.5399999999997
160.46,0,1677.2999999999997,320.92,1998.2199999999998
160.81,0,1677.2999999999997,321.62,1998.9199999999996
160.92,0,1677.2999999999997,321.84,1999.1399999999996
160.58,0,1677.2999999999997,321.16,1998.4599999999998
160.47,0,1677.2999999999997,320.94,1998.2399999999998
160.33,0,1677.2999999999997,320.66,1997.9599999999998
160.03,0,1677.2999999999997,320.06,1997.3599999999997
160.19,0,1677.2999999999997,320.38,1997.6799999999998
160.17,0,1677.2999999999997,320.34,1997.6399999999996
160.1,0,1677.2999999999997,320.2,1997.4999999999998
160.15,0,1677.2999999999997,320.3,1997.5999999999997
160.13,0,1677.2999999999997,320.26,1997.5599999999997
160.32,0,1677.2999999999997,320.64,1997.9399999999996
160.15,0,1677.2999999999997,320.3,1997.5999999999997
160.19,0,1677.2999999999997,320.38,1997.6799999999998
160.19,0,1677.2999999999997,320.38,1997.6799999999998
160.31,0,1677.2999999999997,320.62,1997.9199999999996
160.12,0,1677.2999999999997,320.24,1997.5399999999997
160.24,0,1677.2999999999997,320.48,1997.7799999999997
160.34,0,1677.2999999999997,320.68,1997.9799999999998
160.38,0,1677.2999999999997,320.76,1998.0599999999997
160.32,0,1677.2999999999997,320.64,1997.9399999999996
160.25,0,1677.2999999999997,320.5,1997.7999999999997
160.43,0,1677.2999999999997,320.86,1998.1599999999999
160.5,0,1677.2999999999997,321.0,1998.2999999999997
160.2,0,1677.2999999999997,320.4,1997.6999999999998
160.27,0,1677.2999999999997,320.54,1997.8399999999997
160.32,0,1677.2999999999997,320.64,1997.9399999999996
160.45,0,1677.2999999999997,320.9,1998.1999999999998
160.03,0,1677.2999999999997,320.06,1997.3599999999997
160.1,0,1677.2999999999997,320.2,1997.4999999999998
160.0,0,1677.2999999999997,320.0,1997.2999999999997
159.97,0,1677.2999999999997,319.94,1997.2399999999998
159.83,0,1677.2999999999997,319.66,1996.9599999999998
159.75,0,1677.2999999999997,319.5,1996.7999999999997
