price,signals,cash,positions,wealth
30.41,0,2000.0,0.0,2000.0
30.42,0,2000.0,0.0,2000.0
30.41,0,2000.0,0.0,2000.0
30.37,0,2000.0,0.0,2000.0
30.41,1,1969.2858999999999,30.41,1999.6959
30.44,0,1969.2858999999999,30.44,1999.7259
30.41,0,1969.2858999999999,30.41,1999.6959
30.39,0,1969.2858999999999,30.39,1999.6759
30.38,0,1969.2858999999999,30.38,1999.6659
30.39,0,1969.2858999999999,30.39,1999.6759
30.41,0,1969.2858999999999,30.41,1999.6959
30.41,0,1969.2858999999999,30.41,1999.6959
30.39,0,1969.2858999999999,30.39,1999.6759
30.41,0,1969.2858999999999,30.41,1999.6959
30.39,0,1969.2858999999999,30.39,1999.6759
30.38,0,1969.2858999999999,30.38,1999.6659
30.41,0,1969.2858999999999,30.41,1999.6959
30.44,0,1969.2858999999999,30.44,1999.7259
30.43,0,1969.2858999999999,30.43,1999.7159
30.41,0,1969.2858999999999,30.41,1999.6959
30.46,0,1969.2858999999999,30.46,1999.7459
30.51,0,1969.2858999999999,30.51,1999.7958999999998
30.48,0,1969.2858999999999,30.48,1999.7658999999999
30.5,0,1969.2858999999999,30.5,1999.7858999999999
30.5,0,1969.2858999999999,30.5,1999.7858999999999
30.48,0,1969.2858999999999,30.48,1999.7658999999999
30.5,0,1969.2858999999999,30.5,1999.7858999999999
30.52,0,1969.2858999999999,30.52,1999.8058999999998
30.54,0,1969.2858999999999,30.54,1999.8258999999998
30.52,0,1969.2858999999999,30.52,1999.8058999999998
30.5,0,1969.2858999999999,30.5,1999.7858999999999
30.52,0,1969.2858999999999,30.52,1999.8058999999998
30.55,0,1969.2858999999999,30.55,1999.8358999999998
30.55,0,1969.2858999999999,30.55,1999.8358999999998
30.55,0,1969.2858999999999,30.55,1999.8358999999998
30.54,0,1969.2858999999999,30.54,1999.8258999999998
30.55,0,1969.2858999999999,30.55,1999.8358999999998
30.54,0,1969.2858999999999,30.54,1999.8258999999998
30.5,0,1969.2858999999999,30.5,1999.7858999999999
30.48,0,1969.2858999999999,30.48,1999.7658999999999
30.43,0,1969.2858999999999,30.43,1999.7159
30.43,0,1969.2858999999999,30.43,1999.7159
30.43,0,1969.2858999999999,30.43,1999.7159
30.45,0,1969.2858999999999,30.45,1999.7359
30.44,0,1969.2858999999999,30.44,1999.7259
30.41,0,1969.2858999999999,30.41,1999.6959
30.45,0,1969.2858999999999,30.45,1999.7359
30.46,0,1969.2858999999999,30.46,1999.7459
30.45,0,1969.2858999999999,30.45,1999.7359
30.46,0,1969.2858999999999,30.46,1999.7459
30.46,0,1969.2858999999999,30.46,1999.7459
30.45,0,1969.2858999999999,30.45,1999.7359
30.44,0,1969.2858999999999,30.44,1999.7259
30.45,0,1969.2858999999999,30.45,1999.7359
30.46,0,1969.2858999999999,30.46,1999.7459
30.45,0,1969.2858999999999,30.45,1999.7359
30.48,0,1969.2858999999999,30.48,1999.7658999999999
30.46,0,1969.2858999999999,30.46,1999.7459
30.48,0,1969.2858999999999,30.48,1999.7658999999999
30.44,0,1969.2858999999999,30.44,1999.7259
30.46,0,1969.2858999999999,30.46,1999.7459
30.46,0,1969.2858999999999,30.46,1999.7459
30.45,0,1969.2858999999999,30.45,1999.7359
30.41,0,1969.2858999999999,30.41,1999.6959
30.41,0,1969.2858999999999,30.41,1999.6959
30.46,0,1969.2858999999999,30.46,1999.7459
30.46,0,1969.2858999999999,30.46,1999.7459
30.46,0,1969.2858999999999,30.46,1999.7459
30.44,0,1969.2858999999999,30.44,1999.7259
30.44,0,1969.2858999999999,30.44,1999.7259
30.47,0,1969.2858999999999,30.47,1999.7558999999999
30.46,0,1969.2858999999999,30.46,1999.7459
30.46,0,1969.2858999999999,30.46,1999.7459
30.45,0,1969.2858999999999,30.45,1999.7359
30.48,0,1969.2858999999999,30.48,1999.7658999999999
30.54,0,1969.2858999999999,30.54,1999.8258999999998
30.52,0,1969.2858999999999,30.52,1999.8058999999998
