Date,Close
2020-01-01,20.04463892
2020-01-02,20.01987144
2020-01-03,19.87153069
2020-01-04,19.87443686
2020-01-05,19.87443686
2020-01-06,19.83631772
2020-01-07,19.83037436
2020-01-08,19.94370836
2020-01-09,19.97827254
2020-01-10,19.98999243
2020-01-11,19.60642811
2020-01-12,19.60642811
2020-01-13,20.04515795
2020-01-14,19.97241723
2020-01-15,19.97947743
2020-01-16,19.9617493
2020-01-17,19.91593792
2020-01-18,19.95158274
2020-01-19,19.95158274
2020-01-20,19.98240625
2020-01-21,19.79175526
2020-01-22,19.876816
2020-01-23,19.81104743
2020-01-24,19.76710363
2020-01-25,19.80222671
2020-01-26,19.80222671
2020-01-27,19.68682538
2020-01-28,19.7116114
2020-01-29,19.64976337
2020-01-30,19.49508835
2020-01-31,19.35058335
2020-02-01,19.38425061
2020-02-02,19.38425061
2020-02-03,19.45843297
2020-02-04,19.61789069
2020-02-05,19.60167359
2020-02-06,19.55564806
2020-02-07,19.45512015
2020-02-08,19.48906562
2020-02-09,19.48906562
2020-02-10,19.54939731
2020-02-11,19.64708566
2020-02-12,19.69304147
2020-02-13,19.60150861
2020-02-14,19.60167359
2020-02-15,19.6361235
2020-02-16,19.6361235
2020-02-17,19.59588757
2020-02-18,19.50144684
2020-02-19,19.47023527
2020-02-20,19.28215724
2020-02-21,19.21725027
2020-02-22,19.25038531
2020-02-23,19.25038531
2020-02-24,19.05054843
2020-02-25,19.099091
2020-02-26,19.15342494
2020-02-27,19.1542151
2020-02-28,19.32430562
2020-02-29,19.3578064
2020-03-01,19.3578064
2020-03-02,19.5197779
2020-03-03,19.57223098
2020-03-04,19.57185467
2020-03-05,19.50817593
2020-03-06,19.51703754
2020-03-07,19.52011851
2020-03-08,19.52176146
2020-03-09,19.30513397
2020-03-10,19.57647923
2020-03-11,19.46007636
2020-03-12,19.14568769
2020-03-13,19.13242892
2020-03-14,19.14946634
2020-03-15,19.14946634
2020-03-16,18.8037373
2020-03-17,18.74531207
2020-03-18,18.48649943
2020-03-19,18.46403178
2020-03-20,18.50710524
2020-03-21,18.52306044
2020-03-22,18.52306044
2020-03-23,18.39797466
2020-03-24,18.85922859
2020-03-25,18.99329998
2020-03-26,19.1436259
2020-03-27,19.15072462
2020-03-28,19.16776509
2020-03-29,18.95993109
2020-03-30,19.28683292
2020-03-31,19.39097001
2020-04-01,19.10641023
2020-04-02,19.24536524
2020-04-03,19.07864381
2020-04-04,19.11076379
2020-04-05,19.10779082
2020-04-06,19.28887936
2020-04-07,19.42859529
2020-04-08,19.4214091
2020-04-09,19.50524953
2020-04-10,19.49350492
2020-04-11,19.50681613
2020-04-12,19.49813355
2020-04-13,19.4351458
2020-04-14,19.32408172
2020-04-15,19.13988592
2020-04-16,19.07912919
2020-04-17,19.24169252
2020-04-18,18.85742506
2020-04-19,19.1905566
2020-04-20,19.1879845
2020-04-21,19.01366785
2020-04-22,19.00549632
2020-04-23,19.00056668
2020-04-24,19.01721448
2020-04-25,19.04966384
2020-04-26,19.05121339
2020-04-27,19.16884024
2020-04-28,19.17866428
2020-04-29,19.35297511
2020-04-30,19.29626642
2020-05-01,19.12344194
2020-05-02,19.14029192
2020-05-03,19.14263413
2020-05-04,19.1463983
2020-05-05,19.17160763
2020-05-06,19.05195415
2020-05-07,19.20694712
2020-05-08,19.16693986
2020-05-09,19.18389604
2020-05-10,19.18546855
2020-05-11,19.11058571
2020-05-12,19.0070457
2020-05-13,18.99636807
2020-05-14,18.97906357
2020-05-15,18.90632683
2020-05-16,18.92288762
2020-05-17,18.9244231
2020-05-18,19.02952101
2020-05-19,19.02719461
2020-05-20,18.99312231
2020-05-21,18.91629045
2020-05-22,18.77746015
2020-05-23,18.80898938
2020-05-24,18.81062053
2020-05-25,18.78789278
2020-05-26,18.93668028
2020-05-27,18.82200855
2020-05-28,18.82657907
2020-05-29,18.87174808
2020-05-30,18.9036607
2020-05-31,18.90546735
2020-06-01,19.02005549
2020-06-02,19.05105012
2020-06-03,19.13157845
2020-06-04,19.10989175
2020-06-05,19.3222595
2020-06-06,19.33958181
2020-06-07,19.3538994
2020-06-08,19.42146418
2020-06-09,19.3979815
2020-06-10,19.52103642
2020-06-11,19.27806721
2020-06-12,19.29389603
2020-06-13,19.32725109
2020-06-14,19.32978005
2020-06-15,19.24457868
2020-06-16,19.18284998
2020-06-17,19.12638825
2020-06-18,19.17320473
2020-06-19,19.19250222
2020-06-20,19.19619653
2020-06-21,19.19771344
2020-06-22,19.22660491
2020-06-23,19.24346433
2020-06-24,19.2702412
2020-06-25,19.32980402
2020-06-26,19.2467161
2020-06-27,19.27957188
2020-06-28,19.28417694
2020-06-29,19.37907717
2020-06-30,19.38117558
2020-07-01,19.3431436
2020-07-02,19.33177878
2020-07-03,19.30949045
2020-07-04,19.34340917
2020-07-05,19.34223984
2020-07-06,19.44875331
2020-07-07,19.35376084
2020-07-08,19.43655028
2020-07-09,19.3559692
2020-07-10,19.34443242
2020-07-11,18.97878074
2020-07-12,18.99615457
2020-07-13,19.25230123
2020-07-14,19.22171069
2020-07-15,19.283012
2020-07-16,19.22005532
2020-07-17,19.23064278
2020-07-19,19.26999392
2020-07-20,19.29070008
2020-07-21,19.40154873
2020-07-22,19.34660054
2020-07-23,19.27618666
2020-07-24,19.28550035
2020-07-25,19.29110762
2020-07-26,19.29272327
2020-07-27,19.38048664
2020-07-28,19.31557782
2020-07-29,19.45843915
2020-07-30,19.46415874
2020-07-31,19.38912171
2020-08-01,19.41374837
2020-08-02,19.40741095
2020-08-03,19.40974996
2020-08-04,19.41231163
2020-08-05,19.52053547
2020-08-06,19.55147953
2020-08-07,19.47163695
2020-08-08,19.22786681
2020-08-09,19.54603412
2020-08-10,19.51634587
2020-08-11,19.52366164
2020-08-12,19.56356559
2020-08-13,19.53781632
2020-08-14,19.52102907
2020-08-15,19.52293111
2020-08-16,19.52294501
2020-08-17,19.55479823
2020-08-18,19.56123596
2020-08-19,19.58586993
2020-08-20,19.5350169
2020-08-21,19.44439742
2020-08-22,19.4471137
2020-08-23,19.43970433
2020-08-24,19.48056284
2020-08-25,19.49516153
2020-08-26,19.54144073
2020-08-27,19.49606604
2020-08-28,19.62700609
2020-08-29,19.62976729
2020-08-30,19.63003149
2020-08-31,19.48983687
2020-09-01,19.53962853
2020-09-02,19.46168278
2020-09-03,19.42823574
2020-09-04,19.51765838
